age,taille,Habitat,sexe,stade_evolution
7,13,Foret,male,1
22,23,Foret,femelle,2
19,29,Plaine,male,2
12,20,Montagne,male,1
26,31,Desert,femelle,2
27,39,Foret,femelle,3
12,18,Montagne,femelle,2
30,45,Plaine,male,3
19,20,Plaine,femelle,2
24,28,Plaine,male,2
21,39,Montagne,femelle,3
30,37,Marecage,male,2
26,40,Plaine,male,3
7,9,Plaine,male,1
8,9,Desert,male,1
19,27,Desert,femelle,2
19,30,Plaine,male,2
7,10,Grotte,femelle,1
22,26,Montagne,male,2
12,17,Desert,femelle,1
4,6,Desert,femelle,1
3,4,Montagne,male,1
9,15,Grotte,femelle,1
25,41,Marecage,femelle,3
28,52,Foret,femelle,3
25,44,Montagne,male,2
21,39,Plaine,male,2
26,32,Montagne,male,2
25,42,Foret,femelle,3
16,20,Marecage,femelle,2
1,1,Marecage,femelle,1
1,1,Foret,male,1
13,14,Montagne,femelle,2
14,22,Desert,male,1
15,21,Grotte,femelle,2
17,21,Montagne,male,2
27,47,Desert,male,2
10,17,Plaine,femelle,2
17,27,Montagne,male,2
26,44,Desert,femelle,2
19,21,Foret,male,2
5,8,Desert,femelle,1
30,51,Foret,femelle,3
21,28,Grotte,femelle,2
6,8,Foret,male,1
14,22,Marecage,femelle,2
23,32,Plaine,male,2
11,12,Grotte,femelle,1
13,23,Foret,femelle,2
4,5,Montagne,male,1
25,48,Montagne,femelle,3
30,37,Plaine,femelle,3
11,17,Plaine,femelle,2
6,11,Foret,male,1
11,19,Plaine,femelle,2
28,43,Grotte,femelle,2
15,26,Marecage,femelle,2
14,23,Foret,femelle,2
20,20,Desert,femelle,2
22,38,Grotte,femelle,2
24,24,Montagne,male,2
16,29,Marecage,male,2
13,17,Desert,male,1
13,18,Desert,femelle,1
16,29,Plaine,male,2
1,1,Marecage,femelle,1
19,22,Plaine,femelle,3
22,25,Plaine,femelle,3
29,32,Marecage,male,2
10,18,Desert,male,1
23,39,Grotte,femelle,2
4,7,Plaine,male,1
16,24,Marecage,femelle,2
13,25,Plaine,male,2
10,12,Montagne,male,1
4,5,Desert,male,0
21,28,Montagne,femelle,2
1,1,Montagne,male,1
1,1,Grotte,femelle,1
20,28,Desert,male,1
15,15,Marecage,male,1
17,22,Foret,femelle,2
20,34,Grotte,femelle,2
27,35,Foret,male,2
4,6,Plaine,male,1
8,15,Montagne,femelle,2
22,26,Grotte,femelle,2
17,30,Marecage,male,2
12,15,Grotte,femelle,1
14,26,Desert,male,1
30,50,Montagne,femelle,3
17,26,Plaine,femelle,3
19,24,Grotte,femelle,2
25,40,Plaine,femelle,3
20,35,Plaine,male,2
13,14,Grotte,male,1
11,21,Foret,male,2
14,20,Grotte,male,1
4,5,Plaine,femelle,2
26,40,Montagne,femelle,3
4,4,Montagne,femelle,1
24,47,Grotte,male,2
26,30,Desert,femelle,2
7,12,Grotte,femelle,1
6,9,Montagne,femelle,2
5,8,Montagne,femelle,1
19,21,Grotte,femelle,2
26,46,Plaine,femelle,3
6,9,Montagne,male,1
21,23,Grotte,femelle,2
1,1,Foret,femelle,1
24,34,Desert,male,2
22,29,Desert,male,1
4,6,Grotte,femelle,1
11,13,Foret,male,1
8,15,Marecage,male,1
24,37,Montagne,femelle,3
8,15,Marecage,femelle,2
14,14,Marecage,male,1
29,44,Montagne,male,2
15,16,Foret,femelle,2
27,37,Grotte,femelle,2
13,19,Grotte,femelle,2
14,24,Montagne,male,2
6,6,Grotte,femelle,1
9,16,Grotte,male,1
6,8,Plaine,femelle,2
1,1,Marecage,femelle,1
30,57,Grotte,femelle,3
11,20,Montagne,femelle,2
15,18,Foret,femelle,2
11,17,Foret,male,1
25,41,Marecage,femelle,3
12,17,Marecage,femelle,2
10,11,Marecage,femelle,2
12,12,Foret,male,1
9,11,Grotte,femelle,1
6,10,Marecage,femelle,1
14,18,Marecage,male,1
17,24,Montagne,male,2
27,46,Plaine,femelle,3
20,34,Desert,femelle,2
16,31,Plaine,femelle,3
2,2,Montagne,femelle,1
28,45,Marecage,femelle,3
1,1,Grotte,femelle,1
13,19,Montagne,femelle,2
30,31,Grotte,femelle,2
8,14,Desert,male,1
22,31,Desert,femelle,2
23,29,Montagne,femelle,2
14,20,Plaine,femelle,2
20,37,Plaine,male,2
13,23,Plaine,male,2
5,7,Plaine,male,1
23,41,Montagne,male,2
25,42,Montagne,femelle,3
20,39,Montagne,male,2
29,40,Foret,femelle,3
15,24,Plaine,femelle,2
17,17,Montagne,femelle,2
23,44,Foret,femelle,3
5,8,Marecage,male,1
30,44,Foret,femelle,3
30,31,Marecage,male,2
9,12,Marecage,male,1
10,15,Marecage,male,1
5,5,Foret,male,1
11,15,Montagne,femelle,2
3,5,Grotte,femelle,1
21,26,Foret,femelle,2
22,28,Desert,male,1
15,20,Montagne,femelle,2
6,7,Foret,femelle,2
1,1,Grotte,male,0
3,3,Desert,femelle,1
12,18,Desert,male,1
6,11,Marecage,male,1
25,47,Desert,male,2
11,16,Foret,femelle,2
7,8,Plaine,male,1
28,28,Montagne,male,2
28,47,Marecage,femelle,3
18,28,Montagne,femelle,2
18,33,Desert,male,1
15,15,Foret,male,2
30,47,Grotte,femelle,3
6,8,Grotte,male,1
7,9,Foret,femelle,2
29,46,Plaine,femelle,3
17,26,Montagne,femelle,2
21,34,Grotte,femelle,2
18,34,Foret,femelle,3
6,7,Grotte,femelle,1
9,9,Foret,male,1
5,5,Marecage,male,1
1,1,Plaine,male,1
26,32,Montagne,femelle,3
17,24,Grotte,male,1
16,16,Montagne,femelle,2
3,4,Desert,femelle,1
12,19,Foret,male,2
18,22,Plaine,femelle,2
19,23,Foret,femelle,2
24,41,Foret,femelle,3
13,25,Montagne,male,2
21,40,Desert,femelle,2
30,36,Marecage,male,2
14,26,Grotte,femelle,2
25,41,Marecage,femelle,3
25,31,Foret,male,2
1,1,Foret,femelle,1
28,49,Foret,femelle,3
30,48,Desert,male,2
18,29,Foret,male,2
10,11,Foret,femelle,2
1,1,Montagne,femelle,1
23,42,Plaine,femelle,3
30,42,Grotte,male,2
3,5,Marecage,femelle,1
20,35,Marecage,male,2
18,32,Montagne,femelle,2
22,31,Montagne,femelle,2
21,29,Marecage,male,2
23,31,Montagne,male,2
24,47,Montagne,male,2
25,42,Grotte,femelle,2
28,31,Grotte,male,2
15,25,Plaine,femelle,2
13,15,Foret,femelle,2
1,1,Marecage,femelle,1
21,41,Montagne,male,2
4,7,Plaine,femelle,2
12,16,Foret,femelle,2
10,18,Grotte,femelle,1
9,16,Grotte,femelle,1
30,53,Plaine,male,3
24,35,Montagne,male,2
16,29,Grotte,male,1
4,6,Marecage,male,1
25,27,Montagne,femelle,2
23,38,Desert,male,2
13,13,Montagne,male,1
8,14,Montagne,femelle,2
14,15,Foret,femelle,2
15,22,Foret,femelle,2
28,52,Grotte,femelle,3
1,1,Marecage,femelle,1
28,40,Montagne,male,2
22,39,Marecage,male,2
5,7,Foret,male,1
1,1,Plaine,male,1
11,13,Montagne,femelle,2
27,27,Marecage,femelle,2
4,6,Montagne,male,1
6,11,Foret,femelle,2
30,49,Plaine,male,3
10,18,Grotte,femelle,1
25,30,Desert,femelle,2
27,52,Grotte,femelle,3
19,34,Grotte,femelle,2
26,27,Desert,femelle,2
25,41,Montagne,male,2
21,39,Grotte,femelle,2
23,43,Marecage,male,2
20,22,Grotte,male,1
23,41,Grotte,male,2
16,20,Grotte,male,1
15,15,Plaine,male,2
24,29,Marecage,male,2
27,43,Marecage,femelle,3
27,35,Desert,male,2
8,14,Montagne,male,1
3,3,Desert,male,0
18,30,Desert,femelle,2
27,37,Plaine,male,3
2,2,Desert,male,0
4,6,Marecage,femelle,1
13,17,Montagne,male,1
15,26,Montagne,femelle,2
8,15,Foret,male,1
13,19,Montagne,femelle,2
24,35,Plaine,male,2
25,37,Foret,femelle,3
26,39,Grotte,male,2
9,15,Grotte,male,1
27,32,Desert,male,2
24,44,Montagne,male,2
2,2,Grotte,femelle,1
25,46,Grotte,femelle,2
30,33,Desert,femelle,2
18,28,Plaine,femelle,3
5,5,Marecage,femelle,1
17,24,Grotte,male,1
8,8,Desert,femelle,1
2,2,Desert,male,0
30,53,Desert,male,2
12,20,Foret,male,2
12,17,Marecage,femelle,2
21,22,Marecage,femelle,2
11,19,Plaine,femelle,2
25,39,Grotte,male,2
11,21,Foret,femelle,2
27,35,Foret,male,2
29,42,Foret,femelle,3
2,3,Grotte,male,0
15,29,Desert,femelle,2
3,3,Foret,male,1
14,17,Grotte,femelle,2
7,13,Plaine,femelle,2
11,12,Grotte,femelle,1
5,9,Plaine,male,1
20,34,Desert,male,1
16,26,Plaine,femelle,2
28,28,Montagne,femelle,3
3,4,Marecage,femelle,1
23,45,Grotte,femelle,2
4,7,Foret,femelle,2
25,42,Marecage,male,2
28,46,Foret,male,3
25,46,Montagne,male,2
12,15,Montagne,femelle,2
10,19,Plaine,femelle,2
21,41,Grotte,femelle,2
22,39,Montagne,male,2
3,3,Marecage,femelle,1
4,4,Marecage,male,1
15,28,Marecage,male,1
20,35,Montagne,male,2
16,24,Grotte,femelle,2
6,6,Grotte,male,1
8,9,Montagne,male,1
20,26,Foret,femelle,2
14,16,Montagne,male,1
1,1,Grotte,femelle,1
19,29,Desert,male,1
23,41,Plaine,femelle,3
1,1,Grotte,male,0
16,28,Foret,male,2
29,54,Grotte,femelle,3
28,52,Montagne,femelle,3
13,15,Foret,male,2
13,19,Plaine,male,2
7,7,Plaine,male,1
14,15,Foret,male,2
15,22,Foret,male,2
13,21,Desert,male,1
26,33,Montagne,femelle,3
17,28,Montagne,femelle,2
12,18,Montagne,femelle,2
15,15,Montagne,male,1
9,15,Desert,male,1
25,44,Grotte,male,2
14,19,Desert,femelle,1
11,16,Plaine,femelle,2
23,39,Foret,femelle,3
25,36,Marecage,femelle,2
21,29,Montagne,femelle,2
2,2,Grotte,male,0
21,34,Desert,femelle,2
9,17,Montagne,male,1
22,28,Grotte,male,2
20,33,Foret,femelle,3
19,27,Desert,male,1
25,29,Foret,male,2
14,22,Grotte,femelle,2
24,46,Foret,femelle,3
19,34,Desert,femelle,2
10,18,Grotte,femelle,1
30,45,Plaine,femelle,3
6,6,Desert,male,0
23,31,Foret,femelle,3
2,2,Montagne,male,1
12,14,Plaine,male,2
4,5,Marecage,male,1
4,6,Plaine,femelle,2
2,3,Marecage,male,1
9,9,Grotte,femelle,1
22,28,Plaine,male,2
16,30,Plaine,femelle,3
15,15,Grotte,male,1
25,47,Plaine,femelle,3
23,34,Grotte,femelle,2
9,9,Plaine,femelle,2
7,13,Plaine,femelle,2
22,40,Montagne,male,2
28,48,Montagne,femelle,3
22,27,Foret,femelle,3
27,31,Marecage,femelle,2
28,43,Plaine,male,3
20,35,Grotte,male,2
9,13,Montagne,femelle,2
13,15,Desert,femelle,1
17,30,Plaine,femelle,3
3,4,Montagne,femelle,1
24,34,Desert,male,2
1,1,Plaine,femelle,2
4,7,Plaine,femelle,2
16,29,Plaine,male,2
16,25,Desert,femelle,2
7,11,Montagne,male,1
19,21,Foret,femelle,2
9,11,Desert,femelle,1
17,25,Plaine,femelle,2
6,10,Grotte,male,1
10,17,Grotte,femelle,1
5,5,Marecage,femelle,1
16,30,Marecage,male,2
8,14,Marecage,male,1
6,10,Plaine,male,1
22,34,Foret,femelle,3
17,30,Desert,male,1
5,6,Marecage,femelle,1
16,24,Marecage,male,1
27,44,Grotte,femelle,2
17,17,Marecage,femelle,2
10,17,Foret,femelle,2
16,29,Montagne,femelle,2
18,18,Plaine,femelle,2
21,24,Desert,femelle,2
22,25,Grotte,femelle,2
28,47,Plaine,male,3
1,1,Marecage,male,1
13,15,Montagne,femelle,2
1,1,Marecage,male,1
22,29,Foret,male,2
25,43,Grotte,male,2
9,15,Foret,male,1
15,16,Montagne,male,1
19,33,Plaine,male,2
17,33,Desert,male,1
13,17,Foret,femelle,2
26,30,Foret,male,2
30,51,Foret,femelle,3
3,5,Montagne,male,1
10,10,Marecage,male,1
12,17,Foret,femelle,2
24,33,Grotte,femelle,2
21,35,Montagne,male,2
2,3,Grotte,femelle,1
10,17,Plaine,femelle,2
4,5,Plaine,femelle,2
22,25,Foret,femelle,2
21,34,Grotte,male,2
23,30,Desert,femelle,2
4,5,Marecage,male,1
8,13,Plaine,femelle,2
23,25,Montagne,femelle,2
20,24,Montagne,femelle,2
27,42,Marecage,femelle,3
21,23,Marecage,male,2
2,2,Foret,male,1
30,49,Foret,male,3
10,15,Grotte,femelle,1
3,5,Marecage,male,1
4,4,Foret,femelle,2
30,44,Montagne,femelle,3
27,51,Plaine,femelle,3
3,3,Montagne,male,1
16,26,Montagne,male,2
15,23,Foret,femelle,2
22,28,Foret,femelle,3
6,10,Desert,male,1
26,49,Marecage,femelle,3
29,53,Desert,male,2
2,3,Foret,male,1
1,1,Marecage,male,1
7,9,Foret,male,1
18,32,Grotte,male,1
11,17,Montagne,male,1
30,58,Marecage,femelle,3
25,27,Marecage,male,2
26,33,Foret,femelle,3
27,36,Grotte,femelle,2
25,43,Marecage,femelle,3
17,24,Foret,male,2
16,18,Plaine,femelle,2
3,5,Foret,femelle,2
28,30,Montagne,femelle,3
23,32,Foret,femelle,3
28,37,Grotte,male,2
15,25,Marecage,male,1
5,6,Desert,male,0
10,16,Foret,femelle,2
26,50,Plaine,male,3
1,1,Marecage,femelle,1
14,17,Desert,femelle,1
25,40,Montagne,male,2
3,5,Grotte,male,1
9,14,Plaine,male,2
23,40,Plaine,male,2
4,4,Grotte,femelle,1
17,17,Plaine,male,2
21,22,Grotte,femelle,2
14,27,Plaine,male,2
7,8,Desert,male,1
3,5,Desert,male,0
2,3,Plaine,male,1
13,18,Marecage,femelle,2
28,51,Foret,male,3
11,20,Grotte,male,1
7,11,Grotte,male,1
28,42,Marecage,male,2
4,5,Grotte,male,1
2,2,Grotte,femelle,1
17,20,Foret,femelle,2
13,15,Grotte,femelle,2
26,50,Desert,femelle,2
23,24,Foret,male,2
10,19,Plaine,femelle,2
27,52,Plaine,femelle,3
14,18,Grotte,femelle,2
25,37,Marecage,femelle,2
25,27,Desert,femelle,2
3,3,Montagne,femelle,1
11,17,Plaine,femelle,2
10,18,Plaine,femelle,2
14,19,Marecage,femelle,2
9,17,Grotte,male,1
2,3,Plaine,femelle,2
30,51,Montagne,male,3
17,23,Montagne,femelle,2
16,22,Marecage,male,1
1,1,Foret,femelle,1
20,36,Foret,femelle,3
25,37,Plaine,male,2
30,57,Plaine,femelle,3
25,26,Foret,male,2
28,28,Grotte,femelle,2
5,5,Montagne,male,1
15,27,Plaine,male,2
12,18,Grotte,male,1
3,4,Grotte,femelle,1
5,5,Marecage,male,1
10,18,Marecage,femelle,2
13,15,Plaine,femelle,2
26,31,Marecage,male,2
23,23,Desert,femelle,2
22,33,Plaine,femelle,3
4,5,Foret,femelle,2
17,32,Grotte,male,1
18,18,Plaine,male,2
15,23,Montagne,male,2
16,25,Plaine,male,2
1,1,Foret,male,1
23,45,Desert,femelle,2
26,30,Montagne,male,2
19,31,Foret,femelle,2
18,30,Montagne,femelle,2
5,8,Plaine,femelle,2
8,8,Plaine,male,1
17,27,Plaine,femelle,3
24,27,Grotte,femelle,2
24,38,Marecage,femelle,2
30,55,Marecage,male,2
18,27,Montagne,male,2
5,9,Desert,male,0
10,14,Marecage,male,1
19,20,Grotte,male,1
2,3,Grotte,femelle,1
27,27,Desert,femelle,2
29,54,Grotte,male,2
30,40,Plaine,femelle,3
18,19,Montagne,male,2
3,3,Desert,femelle,1
21,38,Foret,femelle,3
6,9,Desert,femelle,1
13,19,Plaine,male,2
14,26,Marecage,male,1
25,31,Foret,femelle,3
6,9,Desert,male,1
11,19,Desert,femelle,1
26,35,Marecage,male,2
10,18,Grotte,femelle,1
3,3,Marecage,femelle,1
6,6,Desert,femelle,1
23,26,Plaine,femelle,3
24,40,Marecage,male,2
25,47,Plaine,male,3
20,34,Plaine,male,2
13,17,Marecage,femelle,2
19,25,Desert,femelle,2
28,55,Plaine,male,3
20,35,Montagne,femelle,2
1,1,Foret,male,1
19,27,Foret,femelle,2
16,17,Foret,femelle,2
16,29,Marecage,femelle,2
2,2,Desert,femelle,1
12,17,Foret,femelle,2
13,21,Foret,femelle,2
2,2,Montagne,male,1
16,22,Foret,male,2
23,40,Montagne,male,2
8,13,Marecage,femelle,1
15,29,Montagne,male,2
15,16,Desert,male,1
10,16,Grotte,femelle,1
12,21,Montagne,femelle,2
12,19,Grotte,male,1
30,40,Desert,femelle,2
3,3,Grotte,male,0
26,50,Plaine,femelle,3
19,31,Marecage,femelle,2
13,19,Plaine,femelle,2
10,13,Foret,male,1
8,15,Montagne,male,1
7,11,Marecage,male,1
13,25,Foret,male,2
3,4,Grotte,femelle,1
3,3,Plaine,male,1
3,3,Marecage,femelle,1
26,50,Montagne,male,2
2,3,Montagne,femelle,1
12,21,Marecage,male,1
9,13,Marecage,male,1
14,16,Plaine,male,2
4,5,Marecage,femelle,1
21,38,Montagne,femelle,3
3,3,Desert,male,0
24,40,Montagne,male,2
28,35,Montagne,femelle,3
24,44,Desert,femelle,2
19,36,Desert,male,1
30,38,Desert,male,2
22,22,Montagne,femelle,2
12,20,Foret,male,2
26,28,Plaine,male,2
6,9,Montagne,femelle,2
22,26,Plaine,femelle,3
12,23,Desert,femelle,1
28,38,Desert,male,2
28,48,Foret,femelle,3
1,1,Montagne,male,1
24,45,Montagne,male,2
8,12,Desert,male,1
28,28,Marecage,male,2
5,7,Montagne,femelle,1
3,4,Grotte,femelle,1
10,14,Foret,male,1
19,27,Marecage,male,2
3,5,Plaine,femelle,2
8,10,Desert,male,1
30,46,Foret,male,3
8,10,Marecage,male,1
5,7,Plaine,male,1
25,34,Plaine,femelle,3
8,12,Montagne,femelle,2
2,3,Foret,male,1
19,37,Marecage,male,2
30,39,Plaine,femelle,3
29,33,Montagne,femelle,3
22,26,Foret,femelle,3
14,19,Montagne,male,1
4,7,Plaine,femelle,2
6,6,Montagne,male,1
27,38,Grotte,femelle,2
30,49,Marecage,male,2
12,17,Plaine,male,2
9,12,Marecage,male,1
14,27,Marecage,male,1
14,24,Desert,femelle,2
30,44,Grotte,femelle,3
16,23,Montagne,male,2
3,5,Foret,femelle,2
8,10,Desert,femelle,1
23,28,Montagne,male,2
3,4,Grotte,male,1
12,20,Montagne,male,1
23,45,Plaine,femelle,3
30,52,Foret,male,3
15,15,Grotte,male,1
19,33,Plaine,male,2
6,10,Marecage,male,1
5,9,Marecage,male,1
26,27,Foret,male,2
16,20,Marecage,male,1
18,20,Grotte,male,1
13,14,Montagne,femelle,2
12,21,Montagne,femelle,2
7,13,Grotte,femelle,1
12,12,Montagne,femelle,2
17,19,Montagne,male,2
17,26,Plaine,male,2
15,22,Montagne,femelle,2
15,28,Plaine,male,2
30,34,Marecage,male,2
9,16,Montagne,femelle,2
26,41,Foret,male,2
20,27,Desert,femelle,2
11,17,Montagne,femelle,2
14,20,Foret,male,2
16,18,Desert,femelle,2
12,15,Marecage,male,1
23,44,Desert,femelle,2
16,30,Plaine,femelle,3
21,36,Desert,femelle,2
2,3,Foret,male,1
7,7,Desert,male,1
25,42,Marecage,male,2
1,1,Desert,femelle,1
5,6,Desert,male,0
4,4,Plaine,male,1
11,16,Montagne,male,1
1,1,Montagne,male,1
3,3,Foret,male,1
10,10,Foret,male,1
4,5,Foret,femelle,2
29,41,Montagne,male,2
29,33,Grotte,male,2
19,34,Montagne,femelle,2
5,7,Marecage,male,1
12,19,Desert,male,1
3,4,Marecage,male,1
14,21,Marecage,femelle,2
25,38,Foret,femelle,3
2,3,Plaine,male,1
12,12,Grotte,femelle,1
17,24,Plaine,male,2
13,13,Grotte,male,1
14,16,Marecage,femelle,2
1,1,Marecage,femelle,1
1,1,Marecage,femelle,1
16,25,Foret,femelle,2
12,21,Montagne,male,1
12,22,Montagne,male,1
1,1,Desert,femelle,1
15,24,Desert,male,1
22,40,Plaine,male,2
10,16,Foret,male,1
24,37,Marecage,male,2
26,30,Marecage,male,2
7,10,Marecage,femelle,1
11,15,Grotte,male,1
13,16,Desert,male,1
1,1,Foret,femelle,1
22,25,Grotte,male,1
21,25,Foret,male,2
13,19,Marecage,male,1
20,37,Grotte,male,2
27,52,Marecage,femelle,3
5,9,Plaine,femelle,2
4,5,Desert,male,0
2,3,Foret,male,1
28,51,Desert,femelle,2
30,56,Grotte,femelle,3
9,9,Grotte,femelle,1
21,41,Desert,male,2
27,31,Plaine,femelle,3
6,8,Montagne,femelle,2
8,15,Foret,male,1
24,37,Grotte,femelle,2
17,32,Marecage,femelle,2
1,1,Montagne,male,1
21,22,Plaine,femelle,3
6,8,Plaine,male,1
13,21,Montagne,male,1
3,4,Desert,male,0
6,7,Plaine,male,1
20,30,Marecage,male,2
7,10,Plaine,male,1
20,33,Grotte,femelle,2
23,32,Marecage,male,2
24,32,Desert,male,2
16,25,Desert,male,1
20,21,Desert,femelle,2
4,5,Plaine,male,1
17,17,Desert,femelle,2
10,18,Foret,femelle,2
10,16,Montagne,femelle,2
14,22,Desert,male,1
25,33,Desert,male,2
13,19,Montagne,male,1
25,48,Foret,femelle,3
30,51,Grotte,male,2
6,11,Grotte,male,1
3,4,Montagne,femelle,1
5,8,Foret,femelle,2
27,36,Desert,male,2
25,41,Montagne,femelle,3
27,34,Montagne,femelle,3
13,14,Montagne,male,1
7,9,Grotte,femelle,1
30,38,Montagne,femelle,3
14,21,Grotte,femelle,2
26,44,Grotte,male,2
8,12,Grotte,femelle,1
9,15,Plaine,femelle,2
11,12,Marecage,femelle,2
18,22,Foret,male,2
4,5,Plaine,femelle,2
15,24,Marecage,male,1
9,9,Plaine,male,1
12,17,Foret,femelle,2
11,14,Grotte,femelle,1
16,30,Desert,femelle,2
3,3,Grotte,femelle,1
8,12,Plaine,femelle,2
6,10,Plaine,femelle,2
12,21,Plaine,femelle,2
6,7,Foret,male,1
22,24,Marecage,femelle,2
28,47,Grotte,femelle,3
9,14,Grotte,femelle,1
26,36,Grotte,male,2
16,16,Marecage,male,1
2,3,Plaine,femelle,2
17,28,Montagne,femelle,2
10,16,Montagne,male,1
7,10,Plaine,femelle,2
19,23,Desert,male,1
21,23,Marecage,male,2
12,23,Marecage,male,1
12,15,Montagne,femelle,2
22,27,Montagne,femelle,2
20,38,Marecage,male,2
3,3,Desert,femelle,1
20,24,Marecage,femelle,2
17,29,Plaine,male,2
28,39,Montagne,femelle,3
25,38,Desert,male,2
30,53,Plaine,femelle,3
30,50,Grotte,femelle,3
16,23,Montagne,femelle,2
18,21,Grotte,femelle,2
10,18,Marecage,femelle,2
7,11,Grotte,femelle,1
18,29,Foret,femelle,2
3,3,Plaine,femelle,2
19,20,Plaine,femelle,2
25,44,Marecage,femelle,3
18,23,Plaine,femelle,2
18,33,Desert,femelle,2
23,32,Foret,male,2
29,40,Marecage,male,2
6,8,Desert,femelle,1
30,30,Grotte,femelle,2
15,21,Montagne,male,2
5,7,Grotte,femelle,1
15,29,Desert,male,1
15,17,Grotte,male,1
20,22,Grotte,femelle,2
10,13,Montagne,femelle,2
13,13,Foret,male,1
23,30,Plaine,femelle,3
1,1,Marecage,femelle,1
28,47,Plaine,male,3
1,1,Montagne,femelle,1
12,20,Marecage,femelle,2
13,24,Desert,femelle,2
10,11,Desert,male,1
18,29,Marecage,male,2
5,8,Foret,femelle,2
15,22,Plaine,femelle,2
14,18,Plaine,male,2
3,3,Foret,male,1
9,16,Montagne,male,1
2,3,Plaine,femelle,2
25,40,Grotte,femelle,2
7,8,Plaine,male,1
18,19,Desert,male,1
6,9,Plaine,femelle,2
7,10,Plaine,male,1
30,52,Montagne,male,3
18,21,Grotte,femelle,2
16,23,Montagne,male,2
2,2,Foret,male,1
11,16,Desert,femelle,1
9,9,Grotte,femelle,1
28,42,Marecage,male,2
20,25,Foret,femelle,2
9,9,Plaine,male,1
7,7,Plaine,male,1
11,19,Plaine,femelle,2
9,10,Plaine,femelle,2
29,53,Desert,femelle,3
11,21,Plaine,male,2
20,39,Desert,femelle,2
19,21,Grotte,femelle,2
17,20,Foret,femelle,2
6,6,Foret,femelle,2
24,41,Foret,male,2
5,7,Marecage,male,1
10,11,Montagne,male,1
6,7,Foret,male,1
6,11,Grotte,femelle,1
20,33,Desert,femelle,2
8,14,Marecage,male,1
20,20,Foret,male,2
30,37,Desert,male,2
28,42,Foret,male,2
21,33,Foret,femelle,3
25,30,Plaine,male,2
19,24,Foret,femelle,2
11,17,Montagne,male,1
7,7,Plaine,male,1
7,12,Montagne,male,1
14,14,Marecage,male,1
10,18,Plaine,male,2
5,5,Desert,male,0
18,32,Grotte,male,1
14,18,Plaine,femelle,2
11,11,Desert,femelle,1
7,13,Plaine,male,1
15,17,Plaine,male,2
11,19,Marecage,male,1
27,37,Plaine,male,3
10,16,Montagne,male,1
20,29,Plaine,femelle,3
11,20,Grotte,male,1
16,28,Grotte,femelle,2
4,7,Foret,male,1
20,36,Foret,femelle,3
17,22,Grotte,femelle,2
22,31,Desert,femelle,2
27,34,Montagne,femelle,3
22,26,Montagne,male,2
8,9,Montagne,femelle,2
12,15,Desert,femelle,1
17,24,Plaine,femelle,2
25,45,Montagne,male,2
13,18,Grotte,femelle,2
13,23,Plaine,male,2
28,40,Grotte,femelle,2
14,20,Plaine,male,2
4,7,Marecage,femelle,1
28,28,Plaine,femelle,3
11,12,Foret,femelle,2
8,14,Grotte,male,1
23,43,Grotte,male,2
13,18,Montagne,male,1
20,31,Foret,femelle,3
11,17,Marecage,male,1
26,45,Foret,femelle,3
17,27,Plaine,male,2
8,10,Desert,male,1
8,14,Foret,male,1
10,19,Marecage,femelle,2
22,41,Desert,femelle,2
26,38,Marecage,femelle,3
3,5,Desert,male,0
2,3,Marecage,femelle,1
9,16,Marecage,male,1
16,30,Marecage,male,2
1,1,Grotte,femelle,1
5,8,Desert,femelle,1
16,16,Desert,femelle,1
24,34,Desert,male,2
12,23,Marecage,male,1
24,29,Montagne,femelle,2
13,25,Foret,male,2
20,29,Foret,femelle,2
1,1,Marecage,male,1
19,37,Plaine,femelle,3
14,25,Desert,male,1
4,7,Desert,femelle,1
1,1,Plaine,femelle,2
12,17,Plaine,femelle,2
3,5,Foret,male,1
26,36,Foret,femelle,3
25,34,Grotte,male,2
1,1,Grotte,male,0
21,26,Plaine,femelle,3
11,15,Plaine,male,2
8,12,Marecage,male,1
14,17,Grotte,femelle,2
25,38,Desert,male,2
17,23,Plaine,male,2
3,3,Plaine,femelle,2
13,14,Marecage,male,1
13,13,Plaine,male,2
16,19,Foret,femelle,2
2,2,Foret,femelle,1
3,4,Plaine,femelle,2
11,14,Foret,male,1
19,33,Grotte,male,2
18,29,Desert,male,1
22,35,Desert,male,1
19,19,Plaine,male,2
20,33,Desert,femelle,2
19,19,Montagne,male,2
23,45,Plaine,male,3
13,17,Plaine,male,2
29,57,Foret,femelle,3
9,10,Plaine,male,1
7,8,Grotte,femelle,1
26,49,Plaine,femelle,3
17,30,Marecage,femelle,2
17,32,Montagne,femelle,2
12,15,Grotte,male,1
9,10,Foret,male,1
3,5,Foret,male,1
21,24,Marecage,male,2
24,44,Grotte,male,2
2,3,Plaine,femelle,2
25,30,Desert,male,2
27,45,Desert,male,2
29,55,Montagne,femelle,3
19,37,Montagne,femelle,2
30,50,Plaine,femelle,3
8,13,Grotte,femelle,1
9,15,Plaine,male,2
7,10,Marecage,femelle,1
11,17,Montagne,male,1
9,14,Foret,male,1
28,40,Montagne,femelle,3
27,37,Grotte,femelle,2
8,13,Montagne,male,1
14,21,Foret,male,2
27,43,Montagne,femelle,3
15,29,Plaine,femelle,2
15,22,Grotte,femelle,2
6,8,Foret,femelle,2
18,20,Marecage,male,1
9,12,Foret,male,1
24,41,Desert,male,2
11,13,Grotte,femelle,1
26,47,Grotte,male,2
